Quantify Compound Summary Report ,,,,,,,,,,,,,
,,,,,,,,,,,,,
Printed Thu Aug 07 17:41:28 2025,,,,,,,,,,,,,
,,,,,,,,,,,,,
Compound 1:  17-Hydroxyprogesterone,,,,,,,,,,,,,
,,,,,,,,,,,,,
,#,Name,Sample Text,ID,Std. Conc,RT,Area,IS Area,Response,Conc.,%Dev,Type,Primary Flags
76,76,20250804-hormore-34,1205,1205,,3.41,21631,34056,0.635,0.303,,,bb
77,77,20250804-hormore-35,1206,1206,,3.42,29040,33945,0.855,0.409,,,bb
78,78,20250804-hormore-36,1207,1207,,3.41,11724,32288,0.363,0.173,,,bb
79,79,20250804-hormore-37,1208,1208,,3.43,11982,35292,0.34,0.162,,,bb
80,80,20250804-hormore-38,1209,1209,,3.43,9956,33822,0.294,0.14,,,bb
81,81,20250804-hormore-39,1210,1210,,3.41,29224,29002,1.01,0.481,,,bb
82,82,20250804-hormore-40,1212,1212,,3.41,13614,37537,0.363,0.173,,,bb
83,83,20250804-hormore-41,1214,1214,,3.42,12658,27246,0.465,0.222,,,bb
84,84,20250804-hormore-42,1216,1216,,3.41,25324,31655,0.8,0.382,,,bb
85,85,20250804-hormore-43,1217,1217,,3.41,15205,22124,0.687,0.328,,,bb
86,86,20250804-hormore-44,1218,1218,,3.41,27065,20106,1.35,0.643,,,bb
87,87,20250804-hormore-45,1221,1221,,3.44,4996,33408,0.15,0.071,,,bb
88,88,20250805-hormore-1,1222,1222,,3.42,13687,22800,0.6,0.287,,,bb
89,89,20250805-hormore-2,1223,1223,,3.41,26923,31660,0.85,0.406,,,bb
90,90,20250805-hormore-3,1224,1224,,3.41,30975,25840,1.2,0.573,,,bb
91,91,20250805-hormore-4,1226,1226,,3.4,12863,24188,0.532,0.254,,,bb
92,92,20250805-hormore-5,1227,1227,,3.43,16169,29560,0.547,0.261,,,bb
93,93,20250805-hormore-6,1228,1228,,3.41,16367,30895,0.53,0.253,,,bb
94,94,20250805-hormore-7,1231,1231,,3.43,20081,31410,0.639,0.305,,,bb
95,95,20250804-hormore-8,1038,1038,,3.32,22987,29079,0.791,0.377,,,bb
,,,,,,,,,,,,,
Compound 16:  17a-Hydroxyprogesterone-D8,,,,,,,,,,,,,
,,,,,,,,,,,,,
,#,Name,Sample Text,ID,Std. Conc,RT,Area,IS Area,Response,Conc.,%Dev,Type,Primary Flags
1,1,20250805-COL-04,s1,s1,1,6.11,46354,,46400,0.785,-21.5,Standard,bb
2,2,20250805-COL-05,s2,s2,1,6.09,61508,,61500,1.042,4.2,Standard,bb
3,3,20250805-COL-06,s3,s3,1,6.09,57760,,57800,0.978,-2.2,Standard,bb
4,4,20250805-COL-07,s4,s4,1,6.09,58015,,58000,0.982,-1.8,Standard,MM
5,5,20250805-COL-08,s5,s5,1,6.09,62015,,62000,1.05,5,Standard,bb
6,6,20250805-COL-09,s6,s6,1,6.09,60682,,60700,1.028,2.8,Standard,bb
7,7,20250805-COL-10,s7,s7,1,6.1,67041,,67000,1.135,13.5,Standard,bb
8,8,20250805-COL-11,q1,q1,1,6.1,68274,,68300,1.156,15.6,QC,bb
9,9,20250805-COL-12,q2,q2,1,6.1,58458,,58500,0.99,-1,QC,bb
10,10,20250802-hormore-50,1075,1075,1,6.09,17824,,17800,0.302,-69.8,,bb
11,11,20250802-hormore-51,1076,1076,1,6.09,20704,,20700,0.351,-64.9,,bb
12,12,20250802-hormore-52,1077,1077,1,6.09,25653,,25700,0.434,-56.6,,bb
13,13,20250802-hormore-53,1079,1079,1,6.09,22978,,23000,0.389,-61.1,,MM
14,14,20250802-hormore-54,1080,1080,1,6.09,26797,,26800,0.454,-54.6,,bb
15,15,20250802-hormore-55,1083,1083,1,6.09,34111,,34100,0.578,-42.2,,bb
16,16,20250802-hormore-56,1084,1084,1,6.09,36861,,36900,0.624,-37.6,,bb
17,17,20250802-hormore-57,1087,1087,1,6.08,25112,,25100,0.425,-57.5,,bb
18,18,20250802-hormore-58,1090,1090,1,6.09,38513,,38500,0.652,-34.8,,bb
19,19,20250802-hormore-59,1092,1092,1,6.09,32806,,32800,0.556,-44.4,,bb
20,20,20250802-hormore-60,1093,1093,1,6.09,28394,,28400,0.481,-51.9,,bb
21,21,20250802-hormore-61,1094,1094,1,6.09,37332,,37300,0.632,-36.8,,bb
22,22,20250802-hormore-62,1095,1095,1,6.08,30276,,30300,0.513,-48.7,,bb
23,23,20250802-hormore-63,1096,1096,1,6.09,36690,,36700,0.621,-37.9,,bb
24,24,20250802-hormore-64,1097,1097,1,6.09,38274,,38300,0.648,-35.2,,bb
25,25,20250803-hormore-1,1098,1098,1,6.08,28204,,28200,0.478,-52.2,,bb
26,26,20250803-hormore-2,1099,1099,1,6.09,37205,,37200,0.63,-37,,bb
27,27,20250803-hormore-3,1100,1100,1,6.09,38372,,38400,0.65,-35,,bb
28,28,20250803-hormore-4,1102,1102,1,6.09,43966,,44000,0.745,-25.5,,bb
29,29,20250803-hormore-5,1105,1105,1,6.09,35763,,35800,0.606,-39.4,,bb
30,30,20250803-hormore-6,1106,1106,1,6.09,40395,,40400,0.684,-31.6,,bb
31,31,20250803-hormore-7,1107,1107,1,6.09,30030,,30000,0.509,-49.1,,bb
32,32,20250803-hormore-8,1108,1108,1,6.09,40748,,40700,0.69,-31,,bb
33,33,20250803-hormore-9,1109,1109,1,6.09,44357,,44400,0.751,-24.9,,bb
34,34,20250803-hormore-10,1111,1111,1,6.09,41461,,41500,0.702,-29.8,,bb
35,35,20250803-hormore-11,1112,1112,1,6.09,38780,,38800,0.657,-34.3,,bb
36,36,20250803-hormore-12,1113,1113,1,6.08,30874,,30900,0.523,-47.7,,bb
37,37,20250803-hormore-13,1116,1116,1,6.09,33420,,33400,0.566,-43.4,,bb
38,38,20250803-hormore-14,1118,1118,1,6.08,32679,,32700,0.553,-44.7,,bb
39,39,20250803-hormore-15,1124,1124,1,6.09,38980,,39000,0.66,-34,,bb
40,40,20250803-hormore-16,1125,1125,1,6.08,32654,,32700,0.553,-44.7,,bb
41,41,20250803-hormore-17,1134,1134,1,6.09,47336,,47300,0.802,-19.8,,bb
42,42,20250803-hormore-18,1135,1135,1,6.09,39874,,39900,0.675,-32.5,,bb
43,43,20250804-hormore-1,1137,1137,1,6.08,37941,,37900,0.642,-35.8,,bb
44,44,20250804-hormore-2,1138,1138,1,6.09,38640,,38600,0.654,-34.6,,bb
45,45,20250804-hormore-3,1141,1141,1,6.08,40624,,40600,0.688,-31.2,,bb
46,46,20250804-hormore-4,1142,1142,1,6.08,29230,,29200,0.495,-50.5,,bb
47,47,20250804-hormore-5,1143,1143,1,6.08,34940,,34900,0.592,-40.8,,bb
48,48,20250804-hormore-6,1144,1144,1,6.08,38583,,38600,0.653,-34.7,,bb
49,49,20250804-hormore-7,1146,1146,1,6.08,46107,,46100,0.781,-21.9,,bb
50,50,20250804-hormore-8,1038,1038,1,6.07,38722,,38700,0.656,-34.4,,bb
51,51,20250804-hormore-9,1149,1149,1,6.08,35093,,35100,0.594,-40.6,,bb
52,52,20250804-hormore-10,1154,1154,1,6.08,37447,,37400,0.634,-36.6,,bb
53,53,20250804-hormore-11,1156,1156,1,6.08,45764,,45800,0.775,-22.5,,bb
54,54,20250804-hormore-12,1162,1162,1,6.08,41943,,41900,0.71,-29,,bb
55,55,20250804-hormore-13,1165,1165,1,6.08,36666,,36700,0.621,-37.9,,bb
56,56,20250804-hormore-14,1166,1166,1,6.08,43591,,43600,0.738,-26.2,,bb
57,57,20250804-hormore-15,1167,1167,1,6.08,45194,,45200,0.765,-23.5,,bb
58,58,20250804-hormore-16,1168,1168,1,6.08,40137,,40100,0.68,-32,,bb
59,59,20250804-hormore-17,1169,1169,1,6.08,35537,,35500,0.602,-39.8,,bb
60,60,20250804-hormore-18,1170,1170,1,6.08,33635,,33600,0.57,-43,,bb
61,61,20250804-hormore-19,1172,1172,1,6.08,41861,,41900,0.709,-29.1,,bb
62,62,20250804-hormore-20,1173,1173,1,6.09,41991,,42000,0.711,-28.9,,bb
63,63,20250804-hormore-21,1175,1175,1,6.08,36136,,36100,0.612,-38.8,,bb
64,64,20250804-hormore-22,1177,1177,1,6.08,45047,,45000,0.763,-23.7,,bb
65,65,20250804-hormore-23,1178,1178,1,6.08,37044,,37000,0.627,-37.3,,bb
66,66,20250804-hormore-24,1180,1180,1,6.08,42479,,42500,0.719,-28.1,,bb
67,67,20250804-hormore-25,1181,1181,1,6.08,33176,,33200,0.562,-43.8,,bb
68,68,20250804-hormore-26,1182,1182,1,6.08,39998,,40000,0.677,-32.3,,bb
69,69,20250804-hormore-27,1185,1185,1,6.07,37804,,37800,0.64,-36,,bb
70,70,20250804-hormore-28,1188,1188,1,6.08,40456,,40500,0.685,-31.5,,bb
71,71,20250804-hormore-29,1189,1189,1,6.08,31658,,31700,0.536,-46.4,,bb
72,72,20250804-hormore-30,1190,1190,1,6.08,44616,,44600,0.756,-24.4,,bb
73,73,20250804-hormore-31,1195,1195,1,6.08,33791,,33800,0.572,-42.8,,bb
74,74,20250804-hormore-32,1196,1196,1,6.08,29059,,29100,0.492,-50.8,,bb
75,75,20250804-hormore-33,1202,1202,1,6.08,42819,,42800,0.725,-27.5,,bb
76,76,20250804-hormore-34,1205,1205,1,6.08,30808,,30800,0.522,-47.8,,bb
77,77,20250804-hormore-35,1206,1206,1,6.08,35027,,35000,0.593,-40.7,,bb
78,78,20250804-hormore-36,1207,1207,1,6.08,33589,,33600,0.569,-43.1,,bb
79,79,20250804-hormore-37,1208,1208,1,6.08,49067,,49100,0.831,-16.9,,bb
80,80,20250804-hormore-38,1209,1209,1,6.08,34034,,34000,0.576,-42.4,,bb
81,81,20250804-hormore-39,1210,1210,1,6.08,37111,,37100,0.628,-37.2,,bb
82,82,20250804-hormore-40,1212,1212,1,6.08,41230,,41200,0.698,-30.2,,bb
83,83,20250804-hormore-41,1214,1214,1,6.07,29534,,29500,0.5,-50,,bb
84,84,20250804-hormore-42,1216,1216,1,6.08,43999,,44000,0.745,-25.5,,bb
85,85,20250804-hormore-43,1217,1217,1,6.08,31686,,31700,0.537,-46.3,,bb
86,86,20250804-hormore-44,1218,1218,1,6.07,28110,,28100,0.476,-52.4,,bb
87,87,20250804-hormore-45,1221,1221,1,6.07,29880,,29900,0.506,-49.4,,bb
88,88,20250805-hormore-1,1222,1222,1,6.08,34372,,34400,0.582,-41.8,,bb
89,89,20250805-hormore-2,1223,1223,1,6.07,40327,,40300,0.683,-31.7,,bb
90,90,20250805-hormore-3,1224,1224,1,6.07,28588,,28600,0.484,-51.6,,bb
91,91,20250805-hormore-4,1226,1226,1,6.08,39206,,39200,0.664,-33.6,,bb
92,92,20250805-hormore-5,1227,1227,1,6.08,36578,,36600,0.619,-38.1,,bb
93,93,20250805-hormore-6,1228,1228,1,6.08,36655,,36700,0.621,-37.9,,bb
94,94,20250805-hormore-7,1231,1231,1,6.07,32724,,32700,0.554,-44.6,,bb
95,95,20250804-hormore-8,1038,1038,1,6.07,38722,,38700,0.656,-34.4,,bb
,,,,,,,,,,,,,
Compound 17:  Corticosterone-D4,,,,,,,,,,,,,
,,,,,,,,,,,,,
,#,Name,Sample Text,ID,Std. Conc,RT,Area,IS Area,Response,Conc.,%Dev,Type,Primary Flags
1,1,20250805-COL-04,s1,s1,1,4.75,19129,,19100,0.921,-7.9,Standard,bb
2,2,20250805-COL-05,s2,s2,1,4.74,23468,,23500,1.129,12.9,Standard,bb
3,3,20250805-COL-06,s3,s3,1,4.74,24543,,24500,1.181,18.1,Standard,bb
4,4,20250805-COL-07,s4,s4,1,4.74,23476,,23500,1.13,13,Standard,bb
5,5,20250805-COL-08,s5,s5,1,4.74,22217,,22200,1.069,6.9,Standard,bb
6,6,20250805-COL-09,s6,s6,1,4.73,17629,,17600,0.848,-15.2,Standard,bb
7,7,20250805-COL-10,s7,s7,1,4.73,15007,,15000,0.722,-27.8,Standard,MM
8,8,20250805-COL-11,q1,q1,1,4.74,25799,,25800,1.241,24.1,QC,bb
9,9,20250805-COL-12,q2,q2,1,4.74,15947,,15900,0.767,-23.3,QC,bb
10,10,20250802-hormore-50,1075,1075,1,4.72,43,,43,0.002,-99.8,,MM
11,11,20250802-hormore-51,1076,1076,1,4.75,171,,171,0.008,-99.2,,bb
12,12,20250802-hormore-52,1077,1077,1,4.74,842,,842,0.041,-95.9,,bb
13,13,20250802-hormore-53,1079,1079,1,4.75,620,,620,0.03,-97,,bb
14,14,20250802-hormore-54,1080,1080,1,4.74,1678,,1680,0.081,-91.9,,bb
15,15,20250802-hormore-55,1083,1083,1,4.75,2769,,2770,0.133,-86.7,,bb
16,16,20250802-hormore-56,1084,1084,1,4.74,6314,,6310,0.304,-69.6,,bb
17,17,20250802-hormore-57,1087,1087,1,4.73,3283,,3280,0.158,-84.2,,bb
18,18,20250802-hormore-58,1090,1090,1,4.73,5757,,5760,0.277,-72.3,,bb
19,19,20250802-hormore-59,1092,1092,1,4.73,2836,,2840,0.136,-86.4,,bb
20,20,20250802-hormore-60,1093,1093,1,4.73,1575,,1580,0.076,-92.4,,bb
21,21,20250802-hormore-61,1094,1094,1,4.74,4135,,4140,0.199,-80.1,,bb
22,22,20250802-hormore-62,1095,1095,1,4.73,2854,,2850,0.137,-86.3,,bb
23,23,20250802-hormore-63,1096,1096,1,4.73,4760,,4760,0.229,-77.1,,bb
24,24,20250802-hormore-64,1097,1097,1,4.73,3495,,3490,0.168,-83.2,,bb
25,25,20250803-hormore-1,1098,1098,1,4.74,6209,,6210,0.299,-70.1,,bb
26,26,20250803-hormore-2,1099,1099,1,4.73,4683,,4680,0.225,-77.5,,bb
27,27,20250803-hormore-3,1100,1100,1,4.73,8531,,8530,0.41,-59,,bb
28,28,20250803-hormore-4,1102,1102,1,4.73,10101,,10100,0.486,-51.4,,bb
29,29,20250803-hormore-5,1105,1105,1,4.73,4277,,4280,0.206,-79.4,,bb
30,30,20250803-hormore-6,1106,1106,1,4.73,7863,,7860,0.378,-62.2,,bb
31,31,20250803-hormore-7,1107,1107,1,4.74,7916,,7920,0.381,-61.9,,bb
32,32,20250803-hormore-8,1108,1108,1,4.74,5494,,5490,0.264,-73.6,,bb
33,33,20250803-hormore-9,1109,1109,1,4.73,9300,,9300,0.448,-55.2,,bb
34,34,20250803-hormore-10,1111,1111,1,4.74,10893,,10900,0.524,-47.6,,bb
35,35,20250803-hormore-11,1112,1112,1,4.73,2395,,2400,0.115,-88.5,,bb
36,36,20250803-hormore-12,1113,1113,1,4.73,5493,,5490,0.264,-73.6,,bb
37,37,20250803-hormore-13,1116,1116,1,4.72,3894,,3890,0.187,-81.3,,bb
38,38,20250803-hormore-14,1118,1118,1,4.73,3221,,3220,0.155,-84.5,,bb
39,39,20250803-hormore-15,1124,1124,1,4.73,5840,,5840,0.281,-71.9,,bb
40,40,20250803-hormore-16,1125,1125,1,4.73,10092,,10100,0.486,-51.4,,bb
41,41,20250803-hormore-17,1134,1134,1,4.74,8899,,8900,0.428,-57.2,,bb
42,42,20250803-hormore-18,1135,1135,1,4.74,5018,,5020,0.241,-75.9,,bb
43,43,20250804-hormore-1,1137,1137,1,4.73,6128,,6130,0.295,-70.5,,bb
44,44,20250804-hormore-2,1138,1138,1,4.73,6667,,6670,0.321,-67.9,,bb
45,45,20250804-hormore-3,1141,1141,1,4.73,5513,,5510,0.265,-73.5,,bb
46,46,20250804-hormore-4,1142,1142,1,4.73,5585,,5590,0.269,-73.1,,bb
47,47,20250804-hormore-5,1143,1143,1,4.73,4027,,4030,0.194,-80.6,,bb
48,48,20250804-hormore-6,1144,1144,1,4.72,3125,,3130,0.15,-85,,bb
49,49,20250804-hormore-7,1146,1146,1,4.72,10972,,11000,0.528,-47.2,,bb
50,50,20250804-hormore-8,1038,1038,1,4.71,5102,,5100,0.245,-75.5,,bb
51,51,20250804-hormore-9,1149,1149,1,4.73,5472,,5470,0.263,-73.7,,bb
52,52,20250804-hormore-10,1154,1154,1,4.73,6654,,6650,0.32,-68,,bb
53,53,20250804-hormore-11,1156,1156,1,4.72,8808,,8810,0.424,-57.6,,bb
54,54,20250804-hormore-12,1162,1162,1,4.73,8232,,8230,0.396,-60.4,,bb
55,55,20250804-hormore-13,1165,1165,1,4.72,8189,,8190,0.394,-60.6,,bb
56,56,20250804-hormore-14,1166,1166,1,4.74,4812,,4810,0.232,-76.8,,bb
57,57,20250804-hormore-15,1167,1167,1,4.72,11112,,11100,0.535,-46.5,,bb
58,58,20250804-hormore-16,1168,1168,1,4.72,3131,,3130,0.151,-84.9,,bb
59,59,20250804-hormore-17,1169,1169,1,4.72,8297,,8300,0.399,-60.1,,bb
60,60,20250804-hormore-18,1170,1170,1,4.72,3485,,3490,0.168,-83.2,,bb
61,61,20250804-hormore-19,1172,1172,1,4.72,4229,,4230,0.204,-79.6,,bb
62,62,20250804-hormore-20,1173,1173,1,4.73,6949,,6950,0.334,-66.6,,bb
63,63,20250804-hormore-21,1175,1175,1,4.72,9022,,9020,0.434,-56.6,,bb
64,64,20250804-hormore-22,1177,1177,1,4.72,6608,,6610,0.318,-68.2,,bb
65,65,20250804-hormore-23,1178,1178,1,4.72,7443,,7440,0.358,-64.2,,bb
66,66,20250804-hormore-24,1180,1180,1,4.72,6775,,6770,0.326,-67.4,,bb
67,67,20250804-hormore-25,1181,1181,1,4.72,6936,,6940,0.334,-66.6,,bb
68,68,20250804-hormore-26,1182,1182,1,4.71,2642,,2640,0.127,-87.3,,bb
69,69,20250804-hormore-27,1185,1185,1,4.71,10742,,10700,0.517,-48.3,,bb
70,70,20250804-hormore-28,1188,1188,1,4.72,4570,,4570,0.22,-78,,bb
71,71,20250804-hormore-29,1189,1189,1,4.72,3508,,3510,0.169,-83.1,,bb
72,72,20250804-hormore-30,1190,1190,1,4.72,6859,,6860,0.33,-67,,bb
73,73,20250804-hormore-31,1195,1195,1,4.72,4630,,4630,0.223,-77.7,,bb
74,74,20250804-hormore-32,1196,1196,1,4.72,6154,,6150,0.296,-70.4,,bb
75,75,20250804-hormore-33,1202,1202,1,4.72,5722,,5720,0.275,-72.5,,bb
76,76,20250804-hormore-34,1205,1205,1,4.72,5828,,5830,0.28,-72,,bb
77,77,20250804-hormore-35,1206,1206,1,4.72,5493,,5490,0.264,-73.6,,bb
78,78,20250804-hormore-36,1207,1207,1,4.72,3854,,3850,0.185,-81.5,,bb
79,79,20250804-hormore-37,1208,1208,1,4.72,9499,,9500,0.457,-54.3,,bb
80,80,20250804-hormore-38,1209,1209,1,4.72,5630,,5630,0.271,-72.9,,bb
81,81,20250804-hormore-39,1210,1210,1,4.72,3743,,3740,0.18,-82,,bb
82,82,20250804-hormore-40,1212,1212,1,4.72,8673,,8670,0.417,-58.3,,bb
83,83,20250804-hormore-41,1214,1214,1,4.72,2628,,2630,0.126,-87.4,,bb
84,84,20250804-hormore-42,1216,1216,1,4.71,6855,,6850,0.33,-67,,bb
85,85,20250804-hormore-43,1217,1217,1,4.72,2150,,2150,0.103,-89.7,,bb
86,86,20250804-hormore-44,1218,1218,1,4.72,3694,,3690,0.178,-82.2,,bb
87,87,20250804-hormore-45,1221,1221,1,4.72,7786,,7790,0.375,-62.5,,bb
88,88,20250805-hormore-1,1222,1222,1,4.72,2563,,2560,0.123,-87.7,,bb
89,89,20250805-hormore-2,1223,1223,1,4.71,6742,,6740,0.324,-67.6,,bb
90,90,20250805-hormore-3,1224,1224,1,4.72,3603,,3600,0.173,-82.7,,bb
91,91,20250805-hormore-4,1226,1226,1,4.72,2987,,2990,0.144,-85.6,,bb
92,92,20250805-hormore-5,1227,1227,1,4.72,3704,,3700,0.178,-82.2,,bb
93,93,20250805-hormore-6,1228,1228,1,4.73,3695,,3700,0.178,-82.2,,bb
94,94,20250805-hormore-7,1231,1231,1,4.72,4685,,4680,0.225,-77.5,,bb
95,95,20250804-hormore-8,1038,1038,1,4.71,5102,,5100,0.245,-75.5,,bb
,,,,,,,,,,,,,
Compound 18:  11-Deoxycortisol-D5,,,,,,,,,,,,,
,,,,,,,,,,,,,
,#,Name,Sample Text,ID,Std. Conc,RT,Area,IS Area,Response,Conc.,%Dev,Type,Primary Flags
1,1,20250805-COL-04,s1,s1,1,4.94,79075,,79100,0.815,-18.5,Standard,bb
2,2,20250805-COL-05,s2,s2,1,4.92,99401,,99400,1.024,2.4,Standard,bb
3,3,20250805-COL-06,s3,s3,1,4.92,99353,,99400,1.024,2.4,Standard,bb
4,4,20250805-COL-07,s4,s4,1,4.92,103186,,103000,1.063,6.3,Standard,bb
5,5,20250805-COL-08,s5,s5,1,4.92,104903,,105000,1.081,8.1,Standard,bb
6,6,20250805-COL-09,s6,s6,1,4.92,99198,,99200,1.022,2.2,Standard,bb
7,7,20250805-COL-10,s7,s7,1,4.92,94355,,94400,0.972,-2.8,Standard,bb
8,8,20250805-COL-11,q1,q1,1,4.93,109671,,110000,1.13,13,QC,bb
9,9,20250805-COL-12,q2,q2,1,4.93,93167,,93200,0.96,-4,QC,bb
10,10,20250802-hormore-50,1075,1075,1,4.93,285,,285,0.003,-99.7,,bb
11,11,20250802-hormore-51,1076,1076,1,4.93,693,,693,0.007,-99.3,,bb
12,12,20250802-hormore-52,1077,1077,1,4.93,2101,,2100,0.022,-97.8,,bb
13,13,20250802-hormore-53,1079,1079,1,4.93,1312,,1310,0.014,-98.6,,bb
14,14,20250802-hormore-54,1080,1080,1,4.92,3284,,3280,0.034,-96.6,,bb
15,15,20250802-hormore-55,1083,1083,1,4.93,6188,,6190,0.064,-93.6,,bb
16,16,20250802-hormore-56,1084,1084,1,4.92,14533,,14500,0.15,-85,,bb
17,17,20250802-hormore-57,1087,1087,1,4.92,22384,,22400,0.231,-76.9,,bb
18,18,20250802-hormore-58,1090,1090,1,4.92,11736,,11700,0.121,-87.9,,bb
19,19,20250802-hormore-59,1092,1092,1,4.92,5268,,5270,0.054,-94.6,,bb
20,20,20250802-hormore-60,1093,1093,1,4.92,3577,,3580,0.037,-96.3,,bb
21,21,20250802-hormore-61,1094,1094,1,4.92,7719,,7720,0.08,-92,,bb
22,22,20250802-hormore-62,1095,1095,1,4.92,5787,,5790,0.06,-94,,bb
23,23,20250802-hormore-63,1096,1096,1,4.92,12488,,12500,0.129,-87.1,,bb
24,24,20250802-hormore-64,1097,1097,1,4.92,6533,,6530,0.067,-93.3,,bb
25,25,20250803-hormore-1,1098,1098,1,4.92,13815,,13800,0.142,-85.8,,bb
26,26,20250803-hormore-2,1099,1099,1,4.91,9432,,9430,0.097,-90.3,,bb
27,27,20250803-hormore-3,1100,1100,1,4.91,23807,,23800,0.245,-75.5,,bb
28,28,20250803-hormore-4,1102,1102,1,4.91,20362,,20400,0.21,-79,,bb
29,29,20250803-hormore-5,1105,1105,1,4.92,8832,,8830,0.091,-90.9,,bb
30,30,20250803-hormore-6,1106,1106,1,4.92,17678,,17700,0.182,-81.8,,bb
31,31,20250803-hormore-7,1107,1107,1,4.92,17924,,17900,0.185,-81.5,,bb
32,32,20250803-hormore-8,1108,1108,1,4.92,12538,,12500,0.129,-87.1,,bb
33,33,20250803-hormore-9,1109,1109,1,4.91,23589,,23600,0.243,-75.7,,bb
34,34,20250803-hormore-10,1111,1111,1,4.92,31980,,32000,0.329,-67.1,,bb
35,35,20250803-hormore-11,1112,1112,1,4.91,4576,,4580,0.047,-95.3,,bb
36,36,20250803-hormore-12,1113,1113,1,4.91,9839,,9840,0.101,-89.9,,bb
37,37,20250803-hormore-13,1116,1116,1,4.91,7083,,7080,0.073,-92.7,,bb
38,38,20250803-hormore-14,1118,1118,1,4.91,5939,,5940,0.061,-93.9,,bb
39,39,20250803-hormore-15,1124,1124,1,4.92,14394,,14400,0.148,-85.2,,bb
40,40,20250803-hormore-16,1125,1125,1,4.91,30487,,30500,0.314,-68.6,,bb
41,41,20250803-hormore-17,1134,1134,1,4.91,21827,,21800,0.225,-77.5,,bb
42,42,20250803-hormore-18,1135,1135,1,4.92,9595,,9600,0.099,-90.1,,bb
43,43,20250804-hormore-1,1137,1137,1,4.91,11942,,11900,0.123,-87.7,,bb
44,44,20250804-hormore-2,1138,1138,1,4.92,14046,,14000,0.145,-85.5,,bb
45,45,20250804-hormore-3,1141,1141,1,4.91,10258,,10300,0.106,-89.4,,bb
46,46,20250804-hormore-4,1142,1142,1,4.91,10576,,10600,0.109,-89.1,,bb
47,47,20250804-hormore-5,1143,1143,1,4.91,6921,,6920,0.071,-92.9,,bb
48,48,20250804-hormore-6,1144,1144,1,4.92,6609,,6610,0.068,-93.2,,bb
49,49,20250804-hormore-7,1146,1146,1,4.91,37219,,37200,0.383,-61.7,,bb
50,50,20250804-hormore-8,1038,1038,1,4.89,6050,,6050,0.062,-93.8,,bb
51,51,20250804-hormore-9,1149,1149,1,4.91,11602,,11600,0.12,-88,,bb
52,52,20250804-hormore-10,1154,1154,1,4.91,12025,,12000,0.124,-87.6,,bb
53,53,20250804-hormore-11,1156,1156,1,4.91,25054,,25100,0.258,-74.2,,bb
54,54,20250804-hormore-12,1162,1162,1,4.91,18181,,18200,0.187,-81.3,,bb
55,55,20250804-hormore-13,1165,1165,1,4.91,15965,,16000,0.164,-83.6,,bb
56,56,20250804-hormore-14,1166,1166,1,4.91,9953,,9950,0.103,-89.7,,bb
57,57,20250804-hormore-15,1167,1167,1,4.91,28926,,28900,0.298,-70.2,,bb
58,58,20250804-hormore-16,1168,1168,1,4.91,5280,,5280,0.054,-94.6,,bb
59,59,20250804-hormore-17,1169,1169,1,4.91,15907,,15900,0.164,-83.6,,bb
60,60,20250804-hormore-18,1170,1170,1,4.9,7133,,7130,0.073,-92.7,,bb
61,61,20250804-hormore-19,1172,1172,1,4.91,7284,,7280,0.075,-92.5,,bb
62,62,20250804-hormore-20,1173,1173,1,4.92,13863,,13900,0.143,-85.7,,bb
63,63,20250804-hormore-21,1175,1175,1,4.9,18886,,18900,0.195,-80.5,,bb
64,64,20250804-hormore-22,1177,1177,1,4.91,14530,,14500,0.15,-85,,bb
65,65,20250804-hormore-23,1178,1178,1,4.91,17418,,17400,0.179,-82.1,,bb
66,66,20250804-hormore-24,1180,1180,1,4.9,14871,,14900,0.153,-84.7,,bb
67,67,20250804-hormore-25,1181,1181,1,4.9,10385,,10400,0.107,-89.3,,bb
68,68,20250804-hormore-26,1182,1182,1,4.9,5084,,5080,0.052,-94.8,,bb
69,69,20250804-hormore-27,1185,1185,1,4.9,24655,,24700,0.254,-74.6,,bb
70,70,20250804-hormore-28,1188,1188,1,4.9,8071,,8070,0.083,-91.7,,bb
71,71,20250804-hormore-29,1189,1189,1,4.9,5495,,5500,0.057,-94.3,,bb
72,72,20250804-hormore-30,1190,1190,1,4.91,16111,,16100,0.166,-83.4,,bb
73,73,20250804-hormore-31,1195,1195,1,4.91,8042,,8040,0.083,-91.7,,bb
74,74,20250804-hormore-32,1196,1196,1,4.91,12370,,12400,0.127,-87.3,,bb
75,75,20250804-hormore-33,1202,1202,1,4.91,10224,,10200,0.105,-89.5,,bb
76,76,20250804-hormore-34,1205,1205,1,4.91,14258,,14300,0.147,-85.3,,bb
77,77,20250804-hormore-35,1206,1206,1,4.9,14159,,14200,0.146,-85.4,,bb
78,78,20250804-hormore-36,1207,1207,1,4.9,7003,,7000,0.072,-92.8,,bb
79,79,20250804-hormore-37,1208,1208,1,4.9,22323,,22300,0.23,-77,,bb
80,80,20250804-hormore-38,1209,1209,1,4.91,12760,,12800,0.131,-86.9,,bb
81,81,20250804-hormore-39,1210,1210,1,4.9,20453,,20500,0.211,-78.9,,bb
82,82,20250804-hormore-40,1212,1212,1,4.9,19231,,19200,0.198,-80.2,,bb
83,83,20250804-hormore-41,1214,1214,1,4.9,5255,,5260,0.054,-94.6,,bb
84,84,20250804-hormore-42,1216,1216,1,4.9,16766,,16800,0.173,-82.7,,bb
