Quantify Compound Summary Report ,,,,,,,,,,,,,
,,,,,,,,,,,,,
Printed Thu Aug 07 17:38:27 2025,,,,,,,,,,,,,
,,,,,,,,,,,,,
Compound 1:  Melatonin,,,,,,,,,,,,,
,,,,,,,,,,,,,
,#,Name,Sample Text,ID,Std. Conc,RT,Area,IS Area,Response,Conc.,%Dev,Type,Primary Flags
15,15,20250802-hormore-55,1083,1083,1,1.67,31547,,31500,1.093,9.3,,bb
16,16,20250802-hormore-56,1084,1084,1,1.67,31830,,31800,1.103,10.3,,bb
17,17,20250802-hormore-57,1087,1087,1,1.67,35715,,35700,1.237,23.7,,bb
18,18,20250802-hormore-58,1090,1090,1,1.67,33423,,33400,1.158,15.8,,bb
19,19,20250802-hormore-59,1092,1092,1,1.67,35801,,35800,1.24,24,,bb
20,20,20250802-hormore-60,1093,1093,1,1.67,31163,,31200,1.079,7.9,,bb
21,21,20250802-hormore-61,1094,1094,1,1.67,33013,,33000,1.144,14.4,,bb
22,22,20250802-hormore-62,1095,1095,1,1.67,34930,,34900,1.21,21,,bb
23,23,20250802-hormore-63,1096,1096,1,1.67,37225,,37200,1.29,29,,bb
24,24,20250802-hormore-64,1097,1097,1,1.67,36892,,36900,1.278,27.8,,bb
25,25,20250803-hormore-1,1098,1098,1,1.67,33189,,33200,1.15,15,,bb
26,26,20250803-hormore-2,1099,1099,1,1.67,35352,,35400,1.225,22.5,,bb
27,27,20250803-hormore-3,1100,1100,1,1.67,33390,,33400,1.157,15.7,,bb
28,28,20250803-hormore-4,1102,1102,1,1.67,34246,,34200,1.186,18.6,,bb
29,29,20250803-hormore-5,1105,1105,1,1.67,33862,,33900,1.173,17.3,,bb
30,30,20250803-hormore-6,1106,1106,1,1.67,30117,,30100,1.043,4.3,,bb
31,31,20250803-hormore-7,1107,1107,1,1.67,31197,,31200,1.081,8.1,,bb
32,32,20250803-hormore-8,1108,1108,1,1.67,31031,,31000,1.075,7.5,,bb
33,33,20250803-hormore-9,1109,1109,1,1.67,32140,,32100,1.113,11.3,,bb
34,34,20250803-hormore-10,1111,1111,1,1.67,35167,,35200,1.218,21.8,,bb
35,35,20250803-hormore-11,1112,1112,1,1.67,30707,,30700,1.064,6.4,,bb
36,36,20250803-hormore-12,1113,1113,1,1.67,37787,,37800,1.309,30.9,,bb
37,37,20250803-hormore-13,1116,1116,1,1.67,31645,,31600,1.096,9.6,,bb
38,38,20250803-hormore-14,1118,1118,1,1.67,28078,,28100,0.973,-2.7,,bb
39,39,20250803-hormore-15,1124,1124,1,1.67,35083,,35100,1.215,21.5,,bb
40,40,20250803-hormore-16,1125,1125,1,1.67,31859,,31900,1.104,10.4,,bb
41,41,20250803-hormore-17,1134,1134,1,1.67,32488,,32500,1.125,12.5,,bb
42,42,20250803-hormore-18,1135,1135,1,1.67,30728,,30700,1.064,6.4,,bb
43,43,20250804-hormore-1,1137,1137,1,1.67,33662,,33700,1.166,16.6,,bb
44,44,20250804-hormore-2,1138,1138,1,1.67,32160,,32200,1.114,11.4,,bb
45,45,20250804-hormore-3,1141,1141,1,1.67,30413,,30400,1.054,5.4,,bb
46,46,20250804-hormore-4,1142,1142,1,1.67,32877,,32900,1.139,13.9,,bb
47,47,20250804-hormore-5,1143,1143,1,1.67,34804,,34800,1.206,20.6,,bb
48,48,20250804-hormore-6,1144,1144,1,1.67,33034,,33000,1.144,14.4,,bb
49,49,20250804-hormore-7,1146,1146,1,1.67,30075,,30100,1.042,4.2,,bb
50,50,20250804-hormore-8,1038,1038,1,1.67,31671,,31700,1.097,9.7,,bb
51,51,20250804-hormore-9,1149,1149,1,1.67,29543,,29500,1.023,2.3,,bb
52,52,20250804-hormore-10,1154,1154,1,1.67,31985,,32000,1.108,10.8,,bb
53,53,20250804-hormore-11,1156,1156,1,1.67,32589,,32600,1.129,12.9,,bb
54,54,20250804-hormore-12,1162,1162,1,1.67,38495,,38500,1.334,33.4,,bb
55,55,20250804-hormore-13,1165,1165,1,1.67,33822,,33800,1.172,17.2,,bb
56,56,20250804-hormore-14,1166,1166,1,1.67,33207,,33200,1.15,15,,bb
57,57,20250804-hormore-15,1167,1167,1,1.67,32968,,33000,1.142,14.2,,bb
58,58,20250804-hormore-16,1168,1168,1,1.67,32025,,32000,1.109,10.9,,bb
59,59,20250804-hormore-17,1169,1169,1,1.67,35349,,35300,1.225,22.5,,bb
60,60,20250804-hormore-18,1170,1170,1,1.67,34735,,34700,1.203,20.3,,bb
61,61,20250804-hormore-19,1172,1172,1,1.67,32343,,32300,1.12,12,,bb
62,62,20250804-hormore-20,1173,1173,1,1.67,32658,,32700,1.131,13.1,,bb
63,63,20250804-hormore-21,1175,1175,1,1.67,36001,,36000,1.247,24.7,,bb
64,64,20250804-hormore-22,1177,1177,1,1.67,33628,,33600,1.165,16.5,,bb
65,65,20250804-hormore-23,1178,1178,1,1.67,35305,,35300,1.223,22.3,,bb
66,66,20250804-hormore-24,1180,1180,1,1.67,35604,,35600,1.233,23.3,,bb
67,67,20250804-hormore-25,1181,1181,1,1.67,31171,,31200,1.08,8,,bb
68,68,20250804-hormore-26,1182,1182,1,1.67,30703,,30700,1.064,6.4,,bb
69,69,20250804-hormore-27,1185,1185,1,1.66,32889,,32900,1.139,13.9,,bb
70,70,20250804-hormore-28,1188,1188,1,1.67,33995,,34000,1.178,17.8,,bb
71,71,20250804-hormore-29,1189,1189,1,1.67,29563,,29600,1.024,2.4,,bb
72,72,20250804-hormore-30,1190,1190,1,1.67,35588,,35600,1.233,23.3,,bb
73,73,20250804-hormore-31,1195,1195,1,1.67,25359,,25400,0.878,-12.2,,bb
74,74,20250804-hormore-32,1196,1196,1,1.67,33084,,33100,1.146,14.6,,bb
75,75,20250804-hormore-33,1202,1202,1,1.67,32880,,32900,1.139,13.9,,bb
76,76,20250804-hormore-34,1205,1205,1,1.67,31184,,31200,1.08,8,,bb
77,77,20250804-hormore-35,1206,1206,1,1.67,32228,,32200,1.116,11.6,,bb
78,78,20250804-hormore-36,1207,1207,1,1.67,32499,,32500,1.126,12.6,,bb
79,79,20250804-hormore-37,1208,1208,1,1.67,31772,,31800,1.101,10.1,,bb
80,80,20250804-hormore-38,1209,1209,1,1.67,30968,,31000,1.073,7.3,,bb
81,81,20250804-hormore-39,1210,1210,1,1.67,31342,,31300,1.086,8.6,,bb
82,82,20250804-hormore-40,1212,1212,1,1.67,32289,,32300,1.119,11.9,,bb
83,83,20250804-hormore-41,1214,1214,1,1.67,31828,,31800,1.103,10.3,,bb
84,84,20250804-hormore-42,1216,1216,1,1.67,32451,,32500,1.124,12.4,,bb
85,85,20250804-hormore-43,1217,1217,1,1.67,33397,,33400,1.157,15.7,,bb
86,86,20250804-hormore-44,1218,1218,1,1.67,28056,,28100,0.972,-2.8,,bb
87,87,20250804-hormore-45,1221,1221,1,1.67,34839,,34800,1.207,20.7,,bb
88,88,20250805-hormore-1,1222,1222,1,1.67,30047,,30000,1.041,4.1,,bb
89,89,20250805-hormore-2,1223,1223,1,1.66,28542,,28500,0.989,-1.1,,bb
90,90,20250805-hormore-3,1224,1224,1,1.67,29276,,29300,1.014,1.4,,bb
91,91,20250805-hormore-4,1226,1226,1,1.67,28800,,28800,0.998,-0.2,,bb
92,92,20250805-hormore-5,1227,1227,1,1.67,31680,,31700,1.097,9.7,,bb
93,93,20250805-hormore-6,1228,1228,1,1.67,31533,,31500,1.092,9.2,,bb
94,94,20250805-hormore-7,1231,1231,1,1.67,30296,,30300,1.049,4.9,,bb
95,95,20250804-hormore-8,1038,1038,1,1.67,31671,,31700,1.097,9.7,,bb
,,,,,,,,,,,,,
Compound 17:  Dehydroepiandrosterone-D6,,,,,,,,,,,,,
,,,,,,,,,,,,,
,#,Name,Sample Text,ID,Std. Conc,RT,Area,IS Area,Response,Conc.,%Dev,Type,Primary Flags
1,1,20250805-COL-04,s1,s1,1,6.01,9424,,9420,0.848,-15.2,Standard,bb
2,2,20250805-COL-05,s2,s2,1,6,12428,,12400,1.118,11.8,Standard,bb
3,3,20250805-COL-06,s3,s3,1,6,11356,,11400,1.022,2.2,Standard,bb
4,4,20250805-COL-07,s4,s4,1,6,10987,,11000,0.988,-1.2,Standard,bb
5,5,20250805-COL-08,s5,s5,1,6,11209,,11200,1.008,0.8,Standard,bb
6,6,20250805-COL-09,s6,s6,1,6,11266,,11300,1.014,1.4,Standard,bb
7,7,20250805-COL-10,s7,s7,1,6,11142,,11100,1.002,0.2,Standard,bb
8,8,20250805-COL-11,q1,q1,1,6,11382,,11400,1.024,2.4,QC,bb
9,9,20250805-COL-12,q2,q2,1,6,9616,,9620,0.865,-13.5,QC,bb
10,10,20250802-hormore-50,1075,1075,1,6,1466,,1470,0.132,-86.8,,bb
11,11,20250802-hormore-51,1076,1076,1,6,1347,,1350,0.121,-87.9,,bb
12,12,20250802-hormore-52,1077,1077,1,6,2272,,2270,0.204,-79.6,,bb
13,13,20250802-hormore-53,1079,1079,1,6,1883,,1880,0.169,-83.1,,bb
14,14,20250802-hormore-54,1080,1080,1,6,2497,,2500,0.225,-77.5,,bb
15,15,20250802-hormore-55,1083,1083,1,6,3590,,3590,0.323,-67.7,,bb
16,16,20250802-hormore-56,1084,1084,1,6,3563,,3560,0.321,-67.9,,bb
17,17,20250802-hormore-57,1087,1087,1,5.99,2695,,2700,0.242,-75.8,,bb
18,18,20250802-hormore-58,1090,1090,1,5.99,4682,,4680,0.421,-57.9,,bb
19,19,20250802-hormore-59,1092,1092,1,6,3047,,3050,0.274,-72.6,,bb
20,20,20250802-hormore-60,1093,1093,1,6,2437,,2440,0.219,-78.1,,bb
21,21,20250802-hormore-61,1094,1094,1,5.99,3718,,3720,0.334,-66.6,,bb
22,22,20250802-hormore-62,1095,1095,1,5.99,3166,,3170,0.285,-71.5,,bb
23,23,20250802-hormore-63,1096,1096,1,5.99,3388,,3390,0.305,-69.5,,bb
24,24,20250802-hormore-64,1097,1097,1,5.99,3848,,3850,0.346,-65.4,,bb
25,25,20250803-hormore-1,1098,1098,1,5.99,3129,,3130,0.281,-71.9,,bb
26,26,20250803-hormore-2,1099,1099,1,6,3741,,3740,0.337,-66.3,,bb
27,27,20250803-hormore-3,1100,1100,1,6,4514,,4510,0.406,-59.4,,bb
28,28,20250803-hormore-4,1102,1102,1,5.98,5574,,5570,0.501,-49.9,,bb
29,29,20250803-hormore-5,1105,1105,1,6,3789,,3790,0.341,-65.9,,bb
30,30,20250803-hormore-6,1106,1106,1,6,5361,,5360,0.482,-51.8,,bb
31,31,20250803-hormore-7,1107,1107,1,5.99,2617,,2620,0.235,-76.5,,bb
32,32,20250803-hormore-8,1108,1108,1,6,4135,,4130,0.372,-62.8,,bb
33,33,20250803-hormore-9,1109,1109,1,5.99,6131,,6130,0.552,-44.8,,bb
34,34,20250803-hormore-10,1111,1111,1,6,5202,,5200,0.468,-53.2,,bb
35,35,20250803-hormore-11,1112,1112,1,5.99,3379,,3380,0.304,-69.6,,bb
36,36,20250803-hormore-12,1113,1113,1,5.99,3846,,3850,0.346,-65.4,,bb
37,37,20250803-hormore-13,1116,1116,1,5.99,4331,,4330,0.39,-61,,bb
38,38,20250803-hormore-14,1118,1118,1,5.99,3500,,3500,0.315,-68.5,,bb
39,39,20250803-hormore-15,1124,1124,1,5.99,4296,,4300,0.386,-61.4,,bb
40,40,20250803-hormore-16,1125,1125,1,5.99,4490,,4490,0.404,-59.6,,bb
41,41,20250803-hormore-17,1134,1134,1,5.99,6702,,6700,0.603,-39.7,,bb
42,42,20250803-hormore-18,1135,1135,1,6,4017,,4020,0.361,-63.9,,bb
43,43,20250804-hormore-1,1137,1137,1,5.99,5275,,5270,0.475,-52.5,,bb
44,44,20250804-hormore-2,1138,1138,1,5.99,4009,,4010,0.361,-63.9,,bb
45,45,20250804-hormore-3,1141,1141,1,5.98,6429,,6430,0.578,-42.2,,bb
46,46,20250804-hormore-4,1142,1142,1,5.99,2916,,2920,0.262,-73.8,,bb
47,47,20250804-hormore-5,1143,1143,1,5.98,3192,,3190,0.287,-71.3,,bb
48,48,20250804-hormore-6,1144,1144,1,5.99,4750,,4750,0.427,-57.3,,bb
49,49,20250804-hormore-7,1146,1146,1,5.98,6444,,6440,0.58,-42,,bb
50,50,20250804-hormore-8,1038,1038,1,5.97,5443,,5440,0.49,-51,,bb
51,51,20250804-hormore-9,1149,1149,1,5.98,4001,,4000,0.36,-64,,bb
52,52,20250804-hormore-10,1154,1154,1,5.98,3626,,3630,0.326,-67.4,,bb
53,53,20250804-hormore-11,1156,1156,1,5.98,6962,,6960,0.626,-37.4,,bb
54,54,20250804-hormore-12,1162,1162,1,5.98,5110,,5110,0.46,-54,,bb
55,55,20250804-hormore-13,1165,1165,1,5.99,4135,,4140,0.372,-62.8,,bb
56,56,20250804-hormore-14,1166,1166,1,5.98,5040,,5040,0.453,-54.7,,bb
57,57,20250804-hormore-15,1167,1167,1,5.98,5146,,5150,0.463,-53.7,,bb
58,58,20250804-hormore-16,1168,1168,1,5.98,4512,,4510,0.406,-59.4,,bb
59,59,20250804-hormore-17,1169,1169,1,5.98,4210,,4210,0.379,-62.1,,bb
60,60,20250804-hormore-18,1170,1170,1,5.98,3616,,3620,0.325,-67.5,,bb
61,61,20250804-hormore-19,1172,1172,1,5.99,5182,,5180,0.466,-53.4,,bb
62,62,20250804-hormore-20,1173,1173,1,5.99,5830,,5830,0.525,-47.5,,bb
63,63,20250804-hormore-21,1175,1175,1,5.98,4116,,4120,0.37,-63,,bb
64,64,20250804-hormore-22,1177,1177,1,5.98,4394,,4390,0.395,-60.5,,bb
65,65,20250804-hormore-23,1178,1178,1,5.98,4633,,4630,0.417,-58.3,,bb
66,66,20250804-hormore-24,1180,1180,1,5.98,6204,,6200,0.558,-44.2,,bb
67,67,20250804-hormore-25,1181,1181,1,5.98,3550,,3550,0.319,-68.1,,bb
68,68,20250804-hormore-26,1182,1182,1,5.98,4308,,4310,0.388,-61.2,,bb
69,69,20250804-hormore-27,1185,1185,1,5.98,4112,,4110,0.37,-63,,bb
70,70,20250804-hormore-28,1188,1188,1,5.98,4897,,4900,0.441,-55.9,,bb
71,71,20250804-hormore-29,1189,1189,1,5.98,2546,,2550,0.229,-77.1,,bb
72,72,20250804-hormore-30,1190,1190,1,5.98,5462,,5460,0.491,-50.9,,bb
73,73,20250804-hormore-31,1195,1195,1,5.99,3484,,3480,0.313,-68.7,,bb
74,74,20250804-hormore-32,1196,1196,1,5.98,3830,,3830,0.345,-65.5,,bb
75,75,20250804-hormore-33,1202,1202,1,5.98,6418,,6420,0.577,-42.3,,bb
76,76,20250804-hormore-34,1205,1205,1,5.98,3268,,3270,0.294,-70.6,,bb
77,77,20250804-hormore-35,1206,1206,1,5.99,3639,,3640,0.327,-67.3,,bb
78,78,20250804-hormore-36,1207,1207,1,5.97,3115,,3110,0.28,-72,,bb
79,79,20250804-hormore-37,1208,1208,1,5.99,6094,,6090,0.548,-45.2,,bb
80,80,20250804-hormore-38,1209,1209,1,5.98,5371,,5370,0.483,-51.7,,bb
81,81,20250804-hormore-39,1210,1210,1,5.98,4857,,4860,0.437,-56.3,,bb
82,82,20250804-hormore-40,1212,1212,1,5.98,5022,,5020,0.452,-54.8,,bb
83,83,20250804-hormore-41,1214,1214,1,5.98,3345,,3340,0.301,-69.9,,bb
84,84,20250804-hormore-42,1216,1216,1,5.98,6722,,6720,0.605,-39.5,,bb
85,85,20250804-hormore-43,1217,1217,1,5.98,3559,,3560,0.32,-68,,bb
86,86,20250804-hormore-44,1218,1218,1,5.98,3330,,3330,0.3,-70,,bb
87,87,20250804-hormore-45,1221,1221,1,5.98,3172,,3170,0.285,-71.5,,bb
88,88,20250805-hormore-1,1222,1222,1,5.97,4129,,4130,0.371,-62.9,,bb
89,89,20250805-hormore-2,1223,1223,1,5.98,4497,,4500,0.405,-59.5,,bb
90,90,20250805-hormore-3,1224,1224,1,5.98,2548,,2550,0.229,-77.1,,bb
91,91,20250805-hormore-4,1226,1226,1,5.97,4664,,4660,0.42,-58,,bb
92,92,20250805-hormore-5,1227,1227,1,5.98,3461,,3460,0.311,-68.9,,bb
93,93,20250805-hormore-6,1228,1228,1,5.98,4381,,4380,0.394,-60.6,,bb
94,94,20250805-hormore-7,1231,1231,1,5.98,3270,,3270,0.294,-70.6,,bb
95,95,20250804-hormore-8,1038,1038,1,5.97,5443,,5440,0.49,-51,,bb
,,,,,,,,,,,,,
Compound 18:  Epiandrosterone-D4,,,,,,,,,,,,,
,,,,,,,,,,,,,
,#,Name,Sample Text,ID,Std. Conc,RT,Area,IS Area,Response,Conc.,%Dev,Type,Primary Flags
1,1,20250805-COL-04,s1,s1,1,6.36,4921,,4920,0.788,-21.2,Standard,MM
2,2,20250805-COL-05,s2,s2,1,6.35,6289,,6290,1.007,0.7,Standard,MM
3,3,20250805-COL-06,s3,s3,1,6.34,5605,,5600,0.897,-10.3,Standard,MM
4,4,20250805-COL-07,s4,s4,1,6.34,5913,,5910,0.947,-5.3,Standard,MM
5,5,20250805-COL-08,s5,s5,1,6.34,6209,,6210,0.994,-0.6,Standard,MM
6,6,20250805-COL-09,s6,s6,1,6.35,7388,,7390,1.183,18.3,Standard,bb
7,7,20250805-COL-10,s7,s7,1,6.35,7394,,7390,1.184,18.4,Standard,bb
8,8,20250805-COL-11,q1,q1,1,6.35,6949,,6950,1.113,11.3,QC,bb
9,9,20250805-COL-12,q2,q2,1,6.35,6075,,6080,0.973,-2.7,QC,bb
10,10,20250802-hormore-50,1075,1075,1,6.41,4902,,4900,0.785,-21.5,,bb
11,11,20250802-hormore-51,1076,1076,1,6.4,7845,,7840,1.256,25.6,,bb
12,12,20250802-hormore-52,1077,1077,1,6.36,5464,,5460,0.875,-12.5,,bb
13,13,20250802-hormore-53,1079,1079,1,6.36,7115,,7120,1.139,13.9,,bb
14,14,20250802-hormore-54,1080,1080,1,6.36,8771,,8770,1.404,40.4,,bb
15,15,20250802-hormore-55,1083,1083,1,6.36,7977,,7980,1.277,27.7,,bb
16,16,20250802-hormore-56,1084,1084,1,6.36,7551,,7550,1.209,20.9,,bb
17,17,20250802-hormore-57,1087,1087,1,6.36,7315,,7310,1.171,17.1,,bb
18,18,20250802-hormore-58,1090,1090,1,6.35,7220,,7220,1.156,15.6,,bb
19,19,20250802-hormore-59,1092,1092,1,6.35,7427,,7430,1.189,18.9,,bb
20,20,20250802-hormore-60,1093,1093,1,6.34,8601,,8600,1.377,37.7,,bb
21,21,20250802-hormore-61,1094,1094,1,6.35,4776,,4780,0.765,-23.5,,bb
22,22,20250802-hormore-62,1095,1095,1,6.34,9461,,9460,1.515,51.5,,bb
23,23,20250802-hormore-63,1096,1096,1,6.34,5752,,5750,0.921,-7.9,,bb
24,24,20250802-hormore-64,1097,1097,1,6.34,5074,,5070,0.813,-18.7,,bb
25,25,20250803-hormore-1,1098,1098,1,6.34,7178,,7180,1.149,14.9,,bb
26,26,20250803-hormore-2,1099,1099,1,6.34,5697,,5700,0.912,-8.8,,bb
27,27,20250803-hormore-3,1100,1100,1,6.34,5417,,5420,0.867,-13.3,,bb
28,28,20250803-hormore-4,1102,1102,1,6.34,7035,,7040,1.126,12.6,,bb
29,29,20250803-hormore-5,1105,1105,1,6.34,6633,,6630,1.062,6.2,,bb
30,30,20250803-hormore-6,1106,1106,1,6.34,11414,,11400,1.828,82.8,,bb
31,31,20250803-hormore-7,1107,1107,1,6.34,6660,,6660,1.066,6.6,,bb
32,32,20250803-hormore-8,1108,1108,1,6.34,9409,,9410,1.506,50.6,,bb
33,33,20250803-hormore-9,1109,1109,1,6.34,7405,,7410,1.186,18.6,,bb
34,34,20250803-hormore-10,1111,1111,1,6.34,7739,,7740,1.239,23.9,,bb
35,35,20250803-hormore-11,1112,1112,1,6.34,5244,,5240,0.84,-16,,bb
36,36,20250803-hormore-12,1113,1113,1,6.33,9597,,9600,1.537,53.7,,bb
37,37,20250803-hormore-13,1116,1116,1,6.33,7228,,7230,1.157,15.7,,bb
38,38,20250803-hormore-14,1118,1118,1,6.33,8806,,8810,1.41,41,,bb
39,39,20250803-hormore-15,1124,1124,1,6.33,6646,,6650,1.064,6.4,,bb
40,40,20250803-hormore-16,1125,1125,1,6.33,9632,,9630,1.542,54.2,,bb
41,41,20250803-hormore-17,1134,1134,1,6.33,9369,,9370,1.5,50,,bb
42,42,20250803-hormore-18,1135,1135,1,6.33,7848,,7850,1.257,25.7,,bb
43,43,20250804-hormore-1,1137,1137,1,6.37,19704,,19700,3.155,215.5,,bb
44,44,20250804-hormore-2,1138,1138,1,6.38,11187,,11200,1.791,79.1,,bb
45,45,20250804-hormore-3,1141,1141,1,6.33,9338,,9340,1.495,49.5,,bb
46,46,20250804-hormore-4,1142,1142,1,6.33,8541,,8540,1.368,36.8,,bb
47,47,20250804-hormore-5,1143,1143,1,6.33,9970,,9970,1.596,59.6,,bb
48,48,20250804-hormore-6,1144,1144,1,6.33,7841,,7840,1.256,25.6,,bb
49,49,20250804-hormore-7,1146,1146,1,6.33,8539,,8540,1.367,36.7,,bb
50,50,20250804-hormore-8,1038,1038,1,6.31,7194,,7190,1.152,15.2,,bb
51,51,20250804-hormore-9,1149,1149,1,6.33,9182,,9180,1.47,47,,bb
52,52,20250804-hormore-10,1154,1154,1,6.33,8963,,8960,1.435,43.5,,bb
53,53,20250804-hormore-11,1156,1156,1,6.33,7644,,7640,1.224,22.4,,bb
54,54,20250804-hormore-12,1162,1162,1,6.33,9584,,9580,1.535,53.5,,bb
55,55,20250804-hormore-13,1165,1165,1,6.33,8613,,8610,1.379,37.9,,bb
56,56,20250804-hormore-14,1166,1166,1,6.33,7681,,7680,1.23,23,,bb
57,57,20250804-hormore-15,1167,1167,1,6.32,8261,,8260,1.323,32.3,,bb
58,58,20250804-hormore-16,1168,1168,1,6.32,9034,,9030,1.446,44.6,,bb
59,59,20250804-hormore-17,1169,1169,1,6.32,7069,,7070,1.132,13.2,,bb
60,60,20250804-hormore-18,1170,1170,1,6.33,6767,,6770,1.084,8.4,,bb
61,61,20250804-hormore-19,1172,1172,1,6.33,7716,,7720,1.235,23.5,,bb
62,62,20250804-hormore-20,1173,1173,1,6.33,8866,,8870,1.42,42,,bb
63,63,20250804-hormore-21,1175,1175,1,6.33,6661,,6660,1.067,6.7,,bb
64,64,20250804-hormore-22,1177,1177,1,6.33,6627,,6630,1.061,6.1,,bb
65,65,20250804-hormore-23,1178,1178,1,6.32,8049,,8050,1.289,28.9,,bb
66,66,20250804-hormore-24,1180,1180,1,6.32,8750,,8750,1.401,40.1,,bb
67,67,20250804-hormore-25,1181,1181,1,6.36,8880,,8880,1.422,42.2,,bb
68,68,20250804-hormore-26,1182,1182,1,6.31,7148,,7150,1.145,14.5,,bb
69,69,20250804-hormore-27,1185,1185,1,6.32,7398,,7400,1.185,18.5,,bb
70,70,20250804-hormore-28,1188,1188,1,6.32,6257,,6260,1.002,0.2,,bb
71,71,20250804-hormore-29,1189,1189,1,6.31,7539,,7540,1.207,20.7,,bb
72,72,20250804-hormore-30,1190,1190,1,6.32,6159,,6160,0.986,-1.4,,bb
73,73,20250804-hormore-31,1195,1195,1,6.32,8653,,8650,1.386,38.6,,bb
74,74,20250804-hormore-32,1196,1196,1,6.32,6506,,6510,1.042,4.2,,bb
75,75,20250804-hormore-33,1202,1202,1,6.32,8937,,8940,1.431,43.1,,bb
76,76,20250804-hormore-34,1205,1205,1,6.33,7873,,7870,1.261,26.1,,bb
77,77,20250804-hormore-35,1206,1206,1,6.32,10571,,10600,1.693,69.3,,bb
78,78,20250804-hormore-36,1207,1207,1,6.35,6592,,6590,1.056,5.6,,bb
79,79,20250804-hormore-37,1208,1208,1,6.32,12685,,12700,2.031,103.1,,bb
80,80,20250804-hormore-38,1209,1209,1,6.36,10781,,10800,1.726,72.6,,bb
81,81,20250804-hormore-39,1210,1210,1,6.32,8942,,8940,1.432,43.2,,bb
82,82,20250804-hormore-40,1212,1212,1,6.32,6998,,7000,1.121,12.1,,bb
83,83,20250804-hormore-41,1214,1214,1,6.32,6193,,6190,0.992,-0.8,,bb
84,84,20250804-hormore-42,1216,1216,1,6.32,8029,,8030,1.286,28.6,,bb
85,85,20250804-hormore-43,1217,1217,1,6.32,9583,,9580,1.534,53.4,,bb
86,86,20250804-hormore-44,1218,1218,1,6.32,7135,,7140,1.142,14.2,,bb
87,87,20250804-hormore-45,1221,1221,1,6.32,7636,,7640,1.223,22.3,,bb
88,88,20250805-hormore-1,1222,1222,1,6.36,12550,,12500,2.009,100.9,,bb
89,89,20250805-hormore-2,1223,1223,1,6.32,6363,,6360,1.019,1.9,,bb
90,90,20250805-hormore-3,1224,1224,1,6.31,7584,,7580,1.214,21.4,,bb
91,91,20250805-hormore-4,1226,1226,1,6.31,9379,,9380,1.502,50.2,,bb
92,92,20250805-hormore-5,1227,1227,1,6.32,6101,,6100,0.977,-2.3,,bb
93,93,20250805-hormore-6,1228,1228,1,6.32,5745,,5740,0.92,-8,,bb
94,94,20250805-hormore-7,1231,1231,1,6.31,7028,,7030,1.125,12.5,,bb
95,95,20250804-hormore-8,1038,1038,1,6.31,7194,,7190,1.152,15.2,,bb
,,,,,,,,,,,,,
Compound 19:  Androsterone-D4,,,,,,,,,,,,,
,,,,,,,,,,,,,
,#,Name,Sample Text,ID,Std. Conc,RT,Area,IS Area,Response,Conc.,%Dev,Type,Primary Flags
1,1,20250805-COL-04,s1,s1,1,7.16,25322,,25300,0.819,-18.1,Standard,bb
2,2,20250805-COL-05,s2,s2,1,7.15,27852,,27900,0.901,-9.9,Standard,bb
3,3,20250805-COL-06,s3,s3,1,7.16,29281,,29300,0.947,-5.3,Standard,bb
4,4,20250805-COL-07,s4,s4,1,7.16,32075,,32100,1.038,3.8,Standard,bb
5,5,20250805-COL-08,s5,s5,1,7.16,34895,,34900,1.129,12.9,Standard,bb
6,6,20250805-COL-09,s6,s6,1,7.16,34603,,34600,1.119,11.9,Standard,bb
7,7,20250805-COL-10,s7,s7,1,7.16,32366,,32400,1.047,4.7,Standard,bb
8,8,20250805-COL-11,q1,q1,1,7.16,32697,,32700,1.058,5.8,QC,bb
9,9,20250805-COL-12,q2,q2,1,7.16,29411,,29400,0.951,-4.9,QC,bb
10,10,20250802-hormore-50,1075,1075,1,7.16,11765,,11800,0.381,-61.9,,bb
11,11,20250802-hormore-51,1076,1076,1,7.15,13637,,13600,0.441,-55.9,,bb
12,12,20250802-hormore-52,1077,1077,1,7.16,13289,,13300,0.43,-57,,bb
13,13,20250802-hormore-53,1079,1079,1,7.15,12197,,12200,0.395,-60.5,,bb
14,14,20250802-hormore-54,1080,1080,1,7.16,12578,,12600,0.407,-59.3,,bb
15,15,20250802-hormore-55,1083,1083,1,7.15,14300,,14300,0.463,-53.7,,bb
16,16,20250802-hormore-56,1084,1084,1,7.16,13909,,13900,0.45,-55,,bb
17,17,20250802-hormore-57,1087,1087,1,7.15,13222,,13200,0.428,-57.2,,bb
18,18,20250802-hormore-58,1090,1090,1,7.15,15423,,15400,0.499,-50.1,,bb
19,19,20250802-hormore-59,1092,1092,1,7.15,14650,,14700,0.474,-52.6,,bb
20,20,20250802-hormore-60,1093,1093,1,7.15,13966,,14000,0.452,-54.8,,bb
21,21,20250802-hormore-61,1094,1094,1,7.15,15480,,15500,0.501,-49.9,,bb
22,22,20250802-hormore-62,1095,1095,1,7.15,13039,,13000,0.422,-57.8,,bb
23,23,20250802-hormore-63,1096,1096,1,7.15,14540,,14500,0.47,-53,,bb
24,24,20250802-hormore-64,1097,1097,1,7.15,14540,,14500,0.47,-53,,bb
25,25,20250803-hormore-1,1098,1098,1,7.15,14234,,14200,0.46,-54,,bb
26,26,20250803-hormore-2,1099,1099,1,7.15,15492,,15500,0.501,-49.9,,bb
